name,value,posX,posY,size,angle
,-1.0,2320.7375,387.88675,100.0,0.0
,-1.0,7308.207,9058.213,100.0,0.0
,-1.0,8238.814,33.361317,100.0,0.0
,-1.0,6809.215,10830.846,100.0,0.0
,-1.0,8960.648,14039.686,100.0,0.0
,-1.0,3130.1128,9502.493,100.0,0.0
,-1.0,1426.7286,7510.298,100.0,0.0
,-1.0,11904.661,8907.332,100.0,0.0
,-1.0,11831.536,9488.522,100.0,0.0
,-1.0,1006.8092,12015.894,100.0,0.0
,-1.0,24.105907,11765.794,100.0,0.0
,-1.0,3530.5864,11983.741,100.0,0.0
,-1.0,11146.835,10233.27,100.0,0.0
,-1.0,10845.02,8399.971,100.0,0.0
,-1.0,8643.311,7000.913,100.0,0.0
,-1.0,11745.108,3372.706,100.0,0.0
,-1.0,7170.4395,3952.8672,100.0,0.0
,-1.0,6730.2017,12331.904,100.0,0.0
,-1.0,11429.324,11145.311,100.0,0.0
,-1.0,8382.997,14621.167,100.0,0.0
,-1.0,2068.0698,13743.858,100.0,0.0
,-1.0,3616.7622,13968.169,100.0,0.0
,-1.0,1802.4283,13724.353,100.0,0.0
,-1.0,4110.494,7942.262,100.0,0.0
,-1.0,1300.5361,8178.268,100.0,0.0
,-1.0,8201.257,5749.6514,100.0,0.0
,-1.0,4849.0913,548.20416,100.0,0.0
,-1.0,7973.8794,9199.785,100.0,0.0
,-1.0,10882.618,3918.238,100.0,0.0
,-1.0,6638.945,6966.6367,100.0,0.0
,-1.0,7246.8003,3468.5925,100.0,0.0
,-1.0,14863.406,11227.736,100.0,0.0
,-1.0,14072.454,6415.8306,100.0,0.0
,-1.0,4591.208,301.2943,100.0,0.0
,-1.0,13959.1,5162.7847,100.0,0.0
,-1.0,5625.7144,14723.627,100.0,0.0
,-1.0,11266.331,14612.157,100.0,0.0
,-1.0,14637.264,11568.207,100.0,0.0
,-1.0,5756.5034,1712.0022,100.0,0.0
,-1.0,8088.1235,6253.9316,100.0,0.0
,-1.0,52.43808,9529.4795,100.0,0.0
,-1.0,2348.2302,14220.186,100.0,0.0
,-1.0,11906.972,14642.774,100.0,0.0
,-1.0,5007.2227,53.667427,100.0,0.0
,-1.0,8524.637,4223.163,100.0,0.0
,-1.0,5305.001,7877.0034,100.0,0.0
,-1.0,8136.5293,14094.941,100.0,0.0
,-1.0,11921.967,7289.392,100.0,0.0
,-1.0,14073.513,13727.379,100.0,0.0
,-1.0,14043.557,168.92642,100.0,0.0
,-1.0,1186.156,10868.801,100.0,0.0
,-1.0,4077.9653,8285.95,100.0,0.0
,-1.0,11956.897,3389.1562,100.0,0.0
,-1.0,332.2086,8564.779,100.0,0.0
,-1.0,7985.4287,7286.5737,100.0,0.0
,-1.0,6994.991,14892.097,100.0,0.0
,-1.0,8005.82,12339.922,100.0,0.0
,-1.0,11324.942,3576.0024,100.0,0.0
,-1.0,4626.4746,79.70094,100.0,0.0
,-1.0,14873.7,1678.7222,100.0,0.0
,-1.0,7844.248,5801.8677,100.0,0.0
,-1.0,2993.4194,1793.5923,100.0,0.0
,-1.0,2953.644,2883.5947,100.0,0.0
,-1.0,14880.352,11025.6455,100.0,0.0
,-1.0,5992.233,468.50323,100.0,0.0
,-1.0,7817.335,11623.964,100.0,0.0
,-1.0,684.8824,1385.361,100.0,0.0
,-1.0,8409.855,13359.052,100.0,0.0
,-1.0,7182.0073,1334.4857,100.0,0.0
,-1.0,5008.7417,6342.744,100.0,0.0
,-1.0,9550.116,5727.6025,100.0,0.0
,-1.0,2707.7034,9851.422,100.0,0.0
,-1.0,14145.323,6079.3037,100.0,0.0
,-1.0,1560.5951,3182.1353,100.0,0.0
,-1.0,14970.072,7422.7954,100.0,0.0
,-1.0,2730.4316,10789.384,100.0,0.0
,-1.0,6027.7373,14432.651,100.0,0.0
,-1.0,4143.1655,8607.985,100.0,0.0
,-1.0,305.76468,1777.829,100.0,0.0
,-1.0,3841.956,13552.175,100.0,0.0
,-1.0,14451.803,4866.3003,100.0,0.0
,-1.0,5324.1123,8726.802,100.0,0.0
,-1.0,13684.483,11667.202,100.0,0.0
,-1.0,5879.7104,4724.528,100.0,0.0
,-1.0,86.07209,14468.038,100.0,0.0
,-1.0,7758.9395,4890.942,100.0,0.0
,-1.0,10852.442,9425.942,100.0,0.0
,-1.0,3279.7595,11292.515,100.0,0.0
,-1.0,6380.505,14957.721,100.0,0.0
,-1.0,6888.148,8041.861,100.0,0.0
,-1.0,13417.339,5659.708,100.0,0.0
,-1.0,9324.085,11139.522,100.0,0.0
,-1.0,3901.3857,3503.734,100.0,0.0
,-1.0,1285.8555,1146.7249,100.0,0.0
,-1.0,8225.933,6889.657,100.0,0.0
,-1.0,10166.029,13171.768,100.0,0.0
,-1.0,3440.0127,11290.158,100.0,0.0
,-1.0,5131.7666,7242.896,100.0,0.0
,-1.0,472.27353,3163.5056,100.0,0.0
,-1.0,6101.3784,2358.8572,100.0,0.0
,-1.0,13779.411,5670.6494,100.0,0.0
,-1.0,14324.28,6107.709,100.0,0.0
,-1.0,451.6259,12071.846,100.0,0.0
,-1.0,8582.881,9774.684,100.0,0.0
,-1.0,682.0375,8224.576,100.0,0.0
,-1.0,1517.1862,10417.644,100.0,0.0
,-1.0,6663.1714,2010.1323,100.0,0.0
,-1.0,11724.976,2367.517,100.0,0.0
,-1.0,7308.8853,1104.1653,100.0,0.0
,-1.0,845.7836,12451.433,100.0,0.0
,-1.0,1221.4136,10021.896,100.0,0.0
,-1.0,6513.3066,6675.436,100.0,0.0
,-1.0,7896.619,2728.4082,100.0,0.0
,-1.0,10310.398,9925.82,100.0,0.0
,-1.0,2261.8032,8147.577,100.0,0.0
,-1.0,9620.125,5034.3223,100.0,0.0
,-1.0,1104.3379,1140.242,100.0,0.0
,-1.0,3706.2095,9430.603,100.0,0.0
,-1.0,7220.449,11886.013,100.0,0.0
,-1.0,1631.9329,2000.4156,100.0,0.0
,-1.0,6995.2573,14197.976,100.0,0.0
,-1.0,4627.8916,3151.2915,100.0,0.0
,-1.0,5530.8374,10151.964,100.0,0.0
,-1.0,1619.7556,12728.026,100.0,0.0
,-1.0,12141.09,220.20757,100.0,0.0
,-1.0,12436.025,14133.152,100.0,0.0
,-1.0,14412.333,7983.1973,100.0,0.0
,-1.0,1325.2223,3905.2524,100.0,0.0
,-1.0,10828.068,10745.451,100.0,0.0
,-1.0,4149.3423,2249.5293,100.0,0.0
,-1.0,2025.8457,6214.4995,100.0,0.0
,-1.0,2797.1292,1556.6477,100.0,0.0
,-1.0,11803.583,8703.442,100.0,0.0
,-1.0,7022.7993,7290.352,100.0,0.0
,-1.0,13341.322,1393.6106,100.0,0.0
,-1.0,13093.437,8571.569,100.0,0.0
,-1.0,14431.047,10524.575,100.0,0.0
,-1.0,4086.0925,7183.342,100.0,0.0
,-1.0,5599.8784,9365.438,100.0,0.0
,-1.0,3662.7092,13210.495,100.0,0.0
,-1.0,10518.112,14537.184,100.0,0.0
,-1.0,9150.649,8300.905,100.0,0.0
,-1.0,12260.169,12196.05,100.0,0.0
,-1.0,236.72551,13078.903,100.0,0.0
,-1.0,8449.55,5419.347,100.0,0.0
,-1.0,3745.273,6089.849,100.0,0.0
,-1.0,11794.21,5446.751,100.0,0.0
,-1.0,1502.5592,7139.3643,100.0,0.0
,-1.0,9591.068,10482.663,100.0,0.0
,-1.0,11111.502,2889.0288,100.0,0.0
,-1.0,5642.181,6241.2544,100.0,0.0
,-1.0,11477.678,6257.2915,100.0,0.0
,-1.0,3234.068,3169.9143,100.0,0.0
,-1.0,6779.4185,10771.652,100.0,0.0
,-1.0,3048.8518,7095.237,100.0,0.0
,-1.0,11385.628,10544.37,100.0,0.0
,-1.0,10623.773,2346.7969,100.0,0.0
,-1.0,1353.0153,10564.47,100.0,0.0
,-1.0,4386.075,6097.75,100.0,0.0
,-1.0,6922.677,4375.966,100.0,0.0
,-1.0,854.4043,7759.874,100.0,0.0
,-1.0,3961.4001,3855.1865,100.0,0.0
,-1.0,3916.4114,5747.7925,100.0,0.0
,-1.0,1117.2616,12414.883,100.0,0.0
,-1.0,6625.0176,7418.655,100.0,0.0
,-1.0,9377.995,12802.43,100.0,0.0
,-1.0,7772.2515,556.96875,100.0,0.0
,-1.0,1514.4092,7273.6475,100.0,0.0
,-1.0,6028.3374,1639.206,100.0,0.0
,-1.0,13074.546,7909.2183,100.0,0.0
,-1.0,8212.918,2430.5508,100.0,0.0
,-1.0,13166.29,11591.037,100.0,0.0
,-1.0,2692.3782,11059.915,100.0,0.0
,-1.0,6460.1646,6611.375,100.0,0.0
,-1.0,10979.054,7834.341,100.0,0.0
,-1.0,10877.857,9285.894,100.0,0.0
,-1.0,5710.866,12107.059,100.0,0.0
,-1.0,14257.762,10566.45,100.0,0.0
,-1.0,8789.176,1843.6217,100.0,0.0
,-1.0,5343.0264,2582.2905,100.0,0.0
,-1.0,12883.416,3148.5308,100.0,0.0
,-1.0,12391.12,1906.6841,100.0,0.0
,-1.0,10717.632,6353.1045,100.0,0.0
,-1.0,8212.146,8074.9717,100.0,0.0
,-1.0,840.14294,2928.604,100.0,0.0
,-1.0,12895.533,8441.21,100.0,0.0
,-1.0,4356.2705,8003.1313,100.0,0.0
,-1.0,10755.527,1622.479,100.0,0.0
,-1.0,13647.854,9824.829,100.0,0.0
,-1.0,12223.313,9858.118,100.0,0.0
,-1.0,5293.975,5747.5195,100.0,0.0
,-1.0,14630.554,3217.7327,100.0,0.0
,-1.0,12486.158,11010.177,100.0,0.0
,-1.0,892.61145,1386.1951,100.0,0.0
,-1.0,11548.795,3452.3042,100.0,0.0
,-1.0,6321.455,9191.869,100.0,0.0
,-1.0,2941.812,9739.253,100.0,0.0
,-1.0,10723.921,13129.075,100.0,0.0
,-1.0,4156.74,9472.237,100.0,0.0
,-1.0,14101.058,10156.942,100.0,0.0
,-1.0,3398.3105,6706.9316,100.0,0.0
,-1.0,10923.26,12381.225,100.0,0.0
,-1.0,9159.409,2803.291,100.0,0.0
,-1.0,7862.8887,3986.6477,100.0,0.0
,-1.0,2895.2175,2750.9746,100.0,0.0
,-1.0,1004.42645,2675.5947,100.0,0.0
,-1.0,5739.4355,14154.515,100.0,0.0
,-1.0,2889.7476,13871.551,100.0,0.0
,-1.0,4697.9204,10087.213,100.0,0.0
,-1.0,11994.893,2096.9902,100.0,0.0
,-1.0,228.31947,5121.462,100.0,0.0
,-1.0,13561.421,7066.3296,100.0,0.0
,-1.0,12653.46,7776.5923,100.0,0.0
,-1.0,2540.768,4523.088,100.0,0.0
,-1.0,11155.589,14576.023,100.0,0.0
,-1.0,7159.4463,371.36435,100.0,0.0
,-1.0,6211.8057,9227.885,100.0,0.0
,-1.0,13415.942,926.75867,100.0,0.0
,-1.0,6421.261,3413.889,100.0,0.0
,-1.0,6300.896,3659.5596,100.0,0.0
,-1.0,11764.397,10238.129,100.0,0.0
,-1.0,12548.8955,8688.754,100.0,0.0
,-1.0,10055.46,1920.9329,100.0,0.0
,-1.0,11125.895,12871.582,100.0,0.0
,-1.0,12692.994,10364.805,100.0,0.0
,-1.0,13007.816,5028.998,100.0,0.0
,-1.0,7879.6025,3233.7366,100.0,0.0
,-1.0,4175.12,8858.759,100.0,0.0
,-1.0,13231.8125,3309.5571,100.0,0.0
,-1.0,3430.5793,1167.6648,100.0,0.0
,-1.0,13702.917,6677.033,100.0,0.0
,-1.0,11923.825,3252.68,100.0,0.0
,-1.0,11924.687,13472.702,100.0,0.0
,-1.0,14150.765,11673.9,100.0,0.0
,-1.0,10476.137,6162.2725,100.0,0.0
,-1.0,2187.8967,12184.106,100.0,0.0
,-1.0,4106.392,911.06683,100.0,0.0
,-1.0,12754.309,3650.4658,100.0,0.0
,-1.0,4081.0535,1326.5706,100.0,0.0
,-1.0,1085.2969,3161.095,100.0,0.0
,-1.0,9453.54,10598.638,100.0,0.0
,-1.0,10003.526,2936.7703,100.0,0.0
,-1.0,6160.18,7680.223,100.0,0.0
,-1.0,11922.724,4747.299,100.0,0.0
,-1.0,5235.353,9150.288,100.0,0.0
,-1.0,986.1383,14390.688,100.0,0.0
,-1.0,1585.1542,6713.549,100.0,0.0
,-1.0,6282.5947,2856.195,100.0,0.0
,-1.0,3448.3955,3023.301,100.0,0.0
,-1.0,1986.5835,5531.238,100.0,0.0
,-1.0,825.5428,2690.1958,100.0,0.0
,-1.0,4709.506,11495.588,100.0,0.0
,-1.0,5541.7744,6659.6978,100.0,0.0
,-1.0,10935.309,2389.614,100.0,0.0
,-1.0,7611.589,14724.196,100.0,0.0
,-1.0,738.07776,9658.982,100.0,0.0
,-1.0,1930.5065,7074.326,100.0,0.0
,-1.0,3368.8608,13325.276,100.0,0.0
,-1.0,2885.0,10701.87,100.0,0.0
,-1.0,2565.6133,9766.533,100.0,0.0
,-1.0,9954.768,3029.4236,100.0,0.0
,-1.0,11629.501,5816.683,100.0,0.0
,-1.0,2101.238,3667.3289,100.0,0.0
,-1.0,1453.2969,11608.024,100.0,0.0
,-1.0,8371.399,7165.886,100.0,0.0
,-1.0,12547.74,12832.988,100.0,0.0
,-1.0,4484.823,1441.7043,100.0,0.0
,-1.0,9938.644,9133.962,100.0,0.0
,-1.0,8861.539,8284.662,100.0,0.0
,-1.0,13084.553,14333.402,100.0,0.0
,-1.0,14846.043,11491.31,100.0,0.0
,-1.0,6159.7305,10678.06,100.0,0.0
,-1.0,10404.434,13388.747,100.0,0.0
,-1.0,4362.2026,10725.132,100.0,0.0
,-1.0,6042.9917,10398.846,100.0,0.0
,-1.0,8028.219,1275.5942,100.0,0.0
,-1.0,10702.472,5106.935,100.0,0.0
,-1.0,7183.4995,8738.728,100.0,0.0
,-1.0,8117.2676,10724.351,100.0,0.0
,-1.0,7643.483,8666.756,100.0,0.0
,-1.0,10146.166,9725.025,100.0,0.0
,-1.0,6528.9634,11151.347,100.0,0.0
,-1.0,3544.66,2568.9868,100.0,0.0
,-1.0,12214.169,2342.8086,100.0,0.0
,-1.0,13080.298,4248.3984,100.0,0.0
,-1.0,13629.761,10103.882,100.0,0.0
,-1.0,1924.0764,7774.8516,100.0,0.0
,-1.0,12846.286,12605.092,100.0,0.0
,-1.0,3373.6138,2711.8572,100.0,0.0
,-1.0,2041.4329,14417.063,100.0,0.0
,-1.0,11778.484,6407.876,100.0,0.0
,-1.0,1868.4456,9062.998,100.0,0.0
,-1.0,1504.4707,12338.425,100.0,0.0
,-1.0,3689.3374,9314.594,100.0,0.0
,-1.0,6961.0083,12978.507,100.0,0.0
,-1.0,12895.159,10296.829,100.0,0.0
,-1.0,13553.496,9128.196,100.0,0.0
,-1.0,2121.3574,7308.0503,100.0,0.0
,-1.0,5447.404,8756.198,100.0,0.0
,-1.0,578.1028,8555.023,100.0,0.0
,-1.0,8641.814,31.679571,100.0,0.0
,-1.0,3186.854,11688.699,100.0,0.0
,-1.0,9052.956,11528.898,100.0,0.0
,-1.0,3963.0522,5342.5347,100.0,0.0
,-1.0,5469.581,5028.97,100.0,0.0
,-1.0,8062.968,9105.578,100.0,0.0
,-1.0,8837.459,5247.555,100.0,0.0
,-1.0,3556.6985,5588.184,100.0,0.0
,-1.0,694.5661,7196.9033,100.0,0.0
,-1.0,4970.281,87.10474,100.0,0.0
,-1.0,12656.232,9178.287,100.0,0.0
,-1.0,12612.836,9753.642,100.0,0.0
,-1.0,1944.1849,12200.797,100.0,0.0
,-1.0,4059.4973,1085.1646,100.0,0.0
,-1.0,13478.257,4461.2505,100.0,0.0
,-1.0,7771.449,4765.2207,100.0,0.0
,-1.0,6276.8813,595.62476,100.0,0.0
,-1.0,14809.2,13686.058,100.0,0.0
,-1.0,4724.3203,5345.323,100.0,0.0
,-1.0,8026.964,1011.99475,100.0,0.0
,-1.0,10899.959,6863.5,100.0,0.0
,-1.0,6851.897,6041.864,100.0,0.0
,-1.0,6978.657,12831.614,100.0,0.0
,-1.0,14063.495,8859.782,100.0,0.0
,-1.0,6910.9116,3250.0254,100.0,0.0
,-1.0,3441.4421,3328.7046,100.0,0.0
,-1.0,3996.908,5016.412,100.0,0.0
,-1.0,7275.1655,4180.3667,100.0,0.0
,-1.0,3758.0369,14191.626,100.0,0.0
,-1.0,6789.607,3135.0857,100.0,0.0
,-1.0,9971.297,1075.5703,100.0,0.0
,-1.0,9288.605,8288.855,100.0,0.0
,-1.0,12013.547,13449.165,100.0,0.0
,-1.0,6232.9404,13123.902,100.0,0.0
,-1.0,4520.789,4577.417,100.0,0.0
,-1.0,8522.51,13419.409,100.0,0.0
,-1.0,9918.638,5980.1846,100.0,0.0
,-1.0,13643.213,12095.895,100.0,0.0
,-1.0,6849.524,6650.1724,100.0,0.0
,-1.0,255.67711,450.5995,100.0,0.0
,-1.0,9994.906,92.799965,100.0,0.0
,-1.0,665.6572,11710.252,100.0,0.0
,-1.0,961.2331,10462.455,100.0,0.0
,-1.0,5830.175,11016.494,100.0,0.0
,-1.0,5820.2256,2528.8403,100.0,0.0
,-1.0,4258.84,9589.766,100.0,0.0
,-1.0,4730.348,5501.831,100.0,0.0
,-1.0,9990.37,6408.0737,100.0,0.0
,-1.0,839.68164,9821.994,100.0,0.0
,-1.0,5618.4116,5353.3228,100.0,0.0
,-1.0,2012.4185,3256.485,100.0,0.0
,-1.0,12951.275,781.9444,100.0,0.0
,-1.0,823.30945,3568.764,100.0,0.0
,-1.0,7894.132,4277.7695,100.0,0.0
,-1.0,8826.999,118.94345,100.0,0.0
,-1.0,10601.215,11149.319,100.0,0.0
,-1.0,4292.4287,5135.766,100.0,0.0
,-1.0,10155.459,3794.0347,100.0,0.0
,-1.0,1965.5111,3638.4111,100.0,0.0
,-1.0,12274.094,6418.0835,100.0,0.0
,-1.0,5914.9897,6806.369,100.0,0.0
,-1.0,13825.644,869.1484,100.0,0.0
,-1.0,6164.6855,9649.647,100.0,0.0
,-1.0,10775.547,12404.268,100.0,0.0
,-1.0,1517.8854,1442.9712,100.0,0.0
,-1.0,3287.6685,13516.173,100.0,0.0
,-1.0,4243.001,10301.415,100.0,0.0
,-1.0,3815.0535,4216.6123,100.0,0.0
,-1.0,9980.333,1408.1418,100.0,0.0
,-1.0,4567.512,7208.259,100.0,0.0
,-1.0,8323.147,11596.42,100.0,0.0
,-1.0,9682.603,6748.9277,100.0,0.0
,-1.0,11857.429,9748.643,100.0,0.0
,-1.0,4921.138,11850.994,100.0,0.0
,-1.0,14457.868,3737.2524,100.0,0.0
,-1.0,2913.7756,3189.7463,100.0,0.0
,-1.0,2136.6763,7500.8047,100.0,0.0
,-1.0,1791.2266,2188.8372,100.0,0.0
,-1.0,12639.597,8349.239,100.0,0.0
,-1.0,12811.132,477.359,100.0,0.0
,-1.0,52.74832,424.01343,100.0,0.0
,-1.0,1958.093,9086.908,100.0,0.0
,-1.0,14306.198,3521.2048,100.0,0.0
,-1.0,4032.5715,9490.607,100.0,0.0
,-1.0,7376.9526,11511.002,100.0,0.0
,-1.0,786.3647,11038.576,100.0,0.0
,-1.0,55.641533,5569.0225,100.0,0.0
,-1.0,9018.85,1471.8488,100.0,0.0
,-1.0,3057.847,2259.4392,100.0,0.0
,-1.0,12264.907,9502.182,100.0,0.0
,-1.0,6351.816,5484.4414,100.0,0.0
,-1.0,6812.709,5728.334,100.0,0.0
,-1.0,1518.1312,10918.759,100.0,0.0
,-1.0,3052.1152,3266.9646,100.0,0.0
,-1.0,1541.7803,8183.0703,100.0,0.0
,-1.0,6821.105,12051.804,100.0,0.0
,-1.0,14310.443,4749.435,100.0,0.0
,-1.0,7972.101,988.6524,100.0,0.0
,-1.0,13511.539,3910.4685,100.0,0.0
,-1.0,9289.797,4533.36,100.0,0.0
,-1.0,10200.861,10748.902,100.0,0.0
,-1.0,359.45535,7319.3647,100.0,0.0
,-1.0,13783.076,8504.22,100.0,0.0
,-1.0,6696.067,1531.805,100.0,0.0
,-1.0,7083.889,10309.044,100.0,0.0
,-1.0,3321.1487,1684.4192,100.0,0.0
,-1.0,10799.662,7642.423,100.0,0.0
,-1.0,11920.631,14478.359,100.0,0.0
,-1.0,10436.429,12874.688,100.0,0.0
,-1.0,7373.8037,14730.298,100.0,0.0
,-1.0,13559.584,4735.448,100.0,0.0
,-1.0,14933.813,5969.301,100.0,0.0
,-1.0,2290.6746,1870.771,100.0,0.0
,-1.0,1022.94446,783.46344,100.0,0.0
,-1.0,10640.236,7737.904,100.0,0.0
,-1.0,4823.8457,210.30754,100.0,0.0
,-1.0,6947.0967,12957.836,100.0,0.0
,-1.0,3678.0068,318.90393,100.0,0.0
,-1.0,9005.141,1871.616,100.0,0.0
,-1.0,13306.642,11332.399,100.0,0.0
,-1.0,14858.637,61.273277,100.0,0.0
,-1.0,4842.7666,9440.19,100.0,0.0
,-1.0,1805.7606,8058.0713,100.0,0.0
,-1.0,4386.7227,12399.124,100.0,0.0
,-1.0,14295.946,8599.192,100.0,0.0
,-1.0,9785.5,13719.548,100.0,0.0
,-1.0,9678.1,10760.1,100.0,0.0
,-1.0,12587.945,68.23987,100.0,0.0
,-1.0,1550.9542,12907.062,100.0,0.0
,-1.0,9876.599,6436.8374,100.0,0.0
,-1.0,790.86633,8927.731,100.0,0.0
,-1.0,14140.4795,6858.3906,100.0,0.0
,-1.0,9552.292,11024.258,100.0,0.0
,-1.0,483.48605,1290.535,100.0,0.0
,-1.0,11127.62,4832.006,100.0,0.0
,-1.0,6697.0146,4802.406,100.0,0.0
,-1.0,11851.009,14768.393,100.0,0.0
,-1.0,5733.6216,2031.7429,100.0,0.0
,-1.0,13179.601,2753.1204,100.0,0.0
,-1.0,13556.411,943.5725,100.0,0.0
,-1.0,13988.783,11377.771,100.0,0.0
,-1.0,7595.968,11193.911,100.0,0.0
,-1.0,3389.0837,7765.7065,100.0,0.0
,-1.0,7997.0947,1649.8483,100.0,0.0
,-1.0,12283.241,4950.6084,100.0,0.0
,-1.0,1589.756,12156.42,100.0,0.0
,-1.0,6314.883,14234.107,100.0,0.0
,-1.0,7165.1997,4083.261,100.0,0.0
,-1.0,1056.2665,6451.587,100.0,0.0
,-1.0,3006.4934,13189.309,100.0,0.0
,-1.0,1592.2522,9094.4,100.0,0.0
,-1.0,3024.0422,4367.7896,100.0,0.0
,-1.0,13291.06,5192.1094,100.0,0.0
,-1.0,10827.067,8879.416,100.0,0.0
,-1.0,13328.752,11557.551,100.0,0.0
,-1.0,5151.7554,3048.8582,100.0,0.0
,-1.0,6632.5234,12420.063,100.0,0.0
,-1.0,11530.449,8434.818,100.0,0.0
,-1.0,10615.741,8519.422,100.0,0.0
,-1.0,1672.9323,4331.0737,100.0,0.0
,-1.0,6542.9116,8978.2,100.0,0.0
,-1.0,11723.901,6804.9385,100.0,0.0
,-1.0,12341.979,13708.494,100.0,0.0
,-1.0,5327.928,1318.2109,100.0,0.0
,-1.0,11290.958,13907.169,100.0,0.0
,-1.0,6976.738,13337.842,100.0,0.0
,-1.0,4471.423,13441.022,100.0,0.0
