name,value,posX,posY,size,angle
,-1.0,9492.097,14766.827,100.0,0.0
,-1.0,10403.52,1867.3378,100.0,0.0
,-1.0,97.04411,9284.984,100.0,0.0
,-1.0,11750.555,4961.1997,100.0,0.0
,-1.0,5750.0,1544.8997,100.0,0.0
,-1.0,5875.9204,4574.587,100.0,0.0
,-1.0,12505.811,7398.4746,100.0,0.0
,-1.0,8877.913,10677.236,100.0,0.0
,-1.0,7977.349,4601.789,100.0,0.0
,-1.0,7470.136,13859.656,100.0,0.0
,-1.0,101.5529,9952.211,100.0,0.0
,-1.0,5082.273,12163.146,100.0,0.0
,-1.0,13488.748,9387.412,100.0,0.0
,-1.0,5898.96,11540.151,100.0,0.0
,-1.0,2614.2874,900.22174,100.0,0.0
,-1.0,5278.651,5860.4077,100.0,0.0
,-1.0,14163.965,9576.39,100.0,0.0
,-1.0,9951.248,1522.2288,100.0,0.0
,-1.0,10996.452,6785.87,100.0,0.0
,-1.0,3600.577,8816.683,100.0,0.0
,-1.0,2529.4224,7846.678,100.0,0.0
,-1.0,7729.9536,12386.526,100.0,0.0
,-1.0,11329.331,7242.813,100.0,0.0
,-1.0,6445.8794,1241.7305,100.0,0.0
,-1.0,10430.327,11452.497,100.0,0.0
,-1.0,7681.073,9198.123,100.0,0.0
,-1.0,8712.469,4740.9683,100.0,0.0
,-1.0,6781.2725,8756.228,100.0,0.0
,-1.0,13427.915,2344.425,100.0,0.0
,-1.0,7501.2847,11915.432,100.0,0.0
,-1.0,12110.247,12660.525,100.0,0.0
,-1.0,6292.1675,9781.896,100.0,0.0
,-1.0,6683.5195,6025.209,100.0,0.0
,-1.0,8434.721,14405.142,100.0,0.0
,-1.0,12859.546,3451.5203,100.0,0.0
,-1.0,4000.048,10721.263,100.0,0.0
,-1.0,13814.994,8366.856,100.0,0.0
,-1.0,11072.41,11525.138,100.0,0.0
,-1.0,1982.4698,10352.614,100.0,0.0
,-1.0,7943.155,3650.8762,100.0,0.0
,-1.0,7355.7363,13166.183,100.0,0.0
,-1.0,7582.9507,14937.506,100.0,0.0
,-1.0,3919.2358,2232.4607,100.0,0.0
,-1.0,852.08417,13564.887,100.0,0.0
,-1.0,6069.8335,9110.993,100.0,0.0
,-1.0,252.29752,13386.458,100.0,0.0
,-1.0,13082.768,10457.77,100.0,0.0
,-1.0,5332.8027,6028.557,100.0,0.0
,-1.0,13521.624,14793.2295,100.0,0.0
,-1.0,11059.2705,14753.972,100.0,0.0
,-1.0,1589.3394,11052.844,100.0,0.0
,-1.0,901.0452,10350.83,100.0,0.0
,-1.0,1957.9482,284.60294,100.0,0.0
,-1.0,11374.773,12437.774,100.0,0.0
,-1.0,2126.7092,4919.274,100.0,0.0
,-1.0,10335.522,2619.9148,100.0,0.0
,-1.0,5971.882,7650.864,100.0,0.0
,-1.0,13718.565,4331.787,100.0,0.0
,-1.0,11031.7,959.3332,100.0,0.0
,-1.0,14505.601,6581.9453,100.0,0.0
,-1.0,11166.853,1314.2341,100.0,0.0
,-1.0,6922.423,1252.0864,100.0,0.0
,-1.0,1858.0833,6353.253,100.0,0.0
,-1.0,6174.0474,6296.33,100.0,0.0
,-1.0,10640.876,12565.733,100.0,0.0
,-1.0,9593.534,10727.922,100.0,0.0
,-1.0,1169.8553,3347.9055,100.0,0.0
,-1.0,12798.217,8906.041,100.0,0.0
,-1.0,5480.14,4728.2793,100.0,0.0
,-1.0,13338.223,11420.529,100.0,0.0
,-1.0,13810.804,8271.505,100.0,0.0
,-1.0,2208.3154,2792.1233,100.0,0.0
,-1.0,3524.258,10680.624,100.0,0.0
,-1.0,12116.552,12835.157,100.0,0.0
,-1.0,13515.933,7754.1636,100.0,0.0
,-1.0,488.62875,11184.21,100.0,0.0
,-1.0,12356.295,4857.702,100.0,0.0
,-1.0,11779.424,13880.227,100.0,0.0
,-1.0,35.180748,3182.7656,100.0,0.0
,-1.0,11723.901,8513.616,100.0,0.0
,-1.0,3538.4087,7609.335,100.0,0.0
,-1.0,2423.8086,11918.74,100.0,0.0
,-1.0,3595.0076,14412.054,100.0,0.0
,-1.0,14158.565,2609.7144,100.0,0.0
,-1.0,2470.5388,3887.0413,100.0,0.0
,-1.0,6697.5615,830.1893,100.0,0.0
,-1.0,2241.0027,12821.709,100.0,0.0
,-1.0,10693.713,960.61975,100.0,0.0
,-1.0,4747.967,14272.517,100.0,0.0
,-1.0,6647.743,5661.0874,100.0,0.0
,-1.0,12185.977,13867.84,100.0,0.0
,-1.0,5221.561,7324.092,100.0,0.0
,-1.0,7083.7427,13240.43,100.0,0.0
,-1.0,11766.123,3324.379,100.0,0.0
,-1.0,3168.1743,3950.2368,100.0,0.0
,-1.0,5665.251,14479.348,100.0,0.0
,-1.0,14025.212,10271.817,100.0,0.0
,-1.0,12663.796,1561.1807,100.0,0.0
,-1.0,5844.846,4960.386,100.0,0.0
,-1.0,8606.27,1277.6497,100.0,0.0
,-1.0,14702.527,9170.876,100.0,0.0
,-1.0,4903.0747,14085.3545,100.0,0.0
,-1.0,11188.353,5316.4653,100.0,0.0
,-1.0,13562.953,8769.998,100.0,0.0
,-1.0,13660.073,7547.7363,100.0,0.0
,-1.0,5758.13,3486.0205,100.0,0.0
,-1.0,5396.7056,3527.7478,100.0,0.0
,-1.0,12076.737,1021.31274,100.0,0.0
,-1.0,1169.2626,3666.89,100.0,0.0
,-1.0,6580.36,14097.162,100.0,0.0
,-1.0,13400.379,7244.517,100.0,0.0
,-1.0,2831.542,229.84833,100.0,0.0
,-1.0,12969.229,13807.899,100.0,0.0
,-1.0,3103.0503,4667.14,100.0,0.0
,-1.0,2848.228,12014.594,100.0,0.0
,-1.0,7978.442,117.07037,100.0,0.0
,-1.0,6464.9805,944.8117,100.0,0.0
,-1.0,4172.7065,12424.416,100.0,0.0
,-1.0,12545.523,11181.949,100.0,0.0
,-1.0,9555.3,7522.332,100.0,0.0
,-1.0,1763.2556,9431.472,100.0,0.0
,-1.0,11973.068,13107.867,100.0,0.0
,-1.0,11660.455,7604.964,100.0,0.0
,-1.0,3505.6284,8235.792,100.0,0.0
,-1.0,1681.7915,4037.1538,100.0,0.0
,-1.0,11878.215,248.71141,100.0,0.0
,-1.0,256.83405,6719.8145,100.0,0.0
,-1.0,2324.4114,8681.315,100.0,0.0
,-1.0,11121.025,5547.7363,100.0,0.0
,-1.0,7567.9683,458.94205,100.0,0.0
,-1.0,9486.099,7547.612,100.0,0.0
,-1.0,11825.198,8399.273,100.0,0.0
,-1.0,3248.9714,2846.5676,100.0,0.0
,-1.0,9485.685,2040.1776,100.0,0.0
,-1.0,4234.972,8035.2974,100.0,0.0
,-1.0,13177.429,14324.952,100.0,0.0
,-1.0,5475.4043,14363.08,100.0,0.0
,-1.0,113.47979,13507.473,100.0,0.0
,-1.0,11705.39,6962.098,100.0,0.0
,-1.0,1685.3481,2612.638,100.0,0.0
,-1.0,13446.247,973.78406,100.0,0.0
,-1.0,12940.143,3880.0586,100.0,0.0
,-1.0,4488.186,7986.13,100.0,0.0
,-1.0,10475.161,5519.5283,100.0,0.0
,-1.0,14643.43,13791.575,100.0,0.0
,-1.0,7993.9004,14890.544,100.0,0.0
,-1.0,8244.56,717.32196,100.0,0.0
,-1.0,3157.517,3964.0393,100.0,0.0
,-1.0,3755.0273,4615.6304,100.0,0.0
,-1.0,1802.1405,5623.906,100.0,0.0
,-1.0,7206.844,12618.529,100.0,0.0
,-1.0,8198.757,6061.704,100.0,0.0
,-1.0,9626.738,9742.713,100.0,0.0
,-1.0,7190.9736,11169.259,100.0,0.0
,-1.0,3127.7346,14853.461,100.0,0.0
,-1.0,575.13354,14045.287,100.0,0.0
,-1.0,250.89473,3164.9924,100.0,0.0
,-1.0,9595.656,3280.9407,100.0,0.0
,-1.0,6466.6904,4346.869,100.0,0.0
,-1.0,12390.074,8118.973,100.0,0.0
,-1.0,7570.3613,1809.2028,100.0,0.0
,-1.0,7211.5947,7728.5244,100.0,0.0
,-1.0,8733.925,3979.7769,100.0,0.0
,-1.0,6381.964,14150.858,100.0,0.0
,-1.0,6803.644,5114.0903,100.0,0.0
,-1.0,2705.901,13084.845,100.0,0.0
,-1.0,12255.25,12888.938,100.0,0.0
,-1.0,199.01901,14572.332,100.0,0.0
,-1.0,7040.7236,2748.0913,100.0,0.0
,-1.0,10919.234,5647.097,100.0,0.0
,-1.0,5140.276,6711.831,100.0,0.0
,-1.0,5340.269,12920.941,100.0,0.0
,-1.0,7334.6113,1969.6364,100.0,0.0
,-1.0,7242.585,9299.46,100.0,0.0
,-1.0,14772.866,3430.4417,100.0,0.0
,-1.0,9634.104,2441.9734,100.0,0.0
,-1.0,306.47098,7744.005,100.0,0.0
,-1.0,1951.2606,8654.446,100.0,0.0
,-1.0,3259.6733,10604.961,100.0,0.0
,-1.0,9554.48,3582.3682,100.0,0.0
,-1.0,14777.092,3544.4543,100.0,0.0
,-1.0,5638.3027,10380.548,100.0,0.0
,-1.0,9059.817,3370.8716,100.0,0.0
,-1.0,14404.29,357.41776,100.0,0.0
,-1.0,4458.299,129.64815,100.0,0.0
,-1.0,8324.619,2125.1438,100.0,0.0
,-1.0,8251.812,4413.6025,100.0,0.0
,-1.0,5307.0654,1724.3519,100.0,0.0
,-1.0,13385.278,4027.0803,100.0,0.0
,-1.0,5894.1016,5025.1953,100.0,0.0
,-1.0,5764.5864,12158.928,100.0,0.0
,-1.0,3776.2131,8272.827,100.0,0.0
,-1.0,6731.4067,7562.0894,100.0,0.0
,-1.0,11825.454,3219.671,100.0,0.0
,-1.0,2291.4316,11181.532,100.0,0.0
,-1.0,12244.522,3913.1848,100.0,0.0
,-1.0,7214.502,7290.31,100.0,0.0
,-1.0,93.88,2938.3118,100.0,0.0
,-1.0,11187.346,3467.8862,100.0,0.0
,-1.0,186.53154,723.97473,100.0,0.0
,-1.0,3803.9785,6423.7134,100.0,0.0
,-1.0,5777.451,10568.068,100.0,0.0
,-1.0,4984.1577,6032.212,100.0,0.0
,-1.0,8797.269,7158.7603,100.0,0.0
,-1.0,2875.2253,8448.983,100.0,0.0
,-1.0,1582.2235,9267.566,100.0,0.0
,-1.0,8843.752,890.3736,100.0,0.0
,-1.0,3728.2285,425.0756,100.0,0.0
,-1.0,10232.282,6587.964,100.0,0.0
,-1.0,6206.3633,13427.921,100.0,0.0
,-1.0,14380.387,3942.4683,100.0,0.0
,-1.0,10637.321,6417.7705,100.0,0.0
,-1.0,3272.4014,1473.4385,100.0,0.0
,-1.0,1972.0227,2456.1597,100.0,0.0
,-1.0,157.70584,8127.102,100.0,0.0
,-1.0,5294.955,11756.551,100.0,0.0
,-1.0,3109.9873,8573.9,100.0,0.0
,-1.0,13579.147,12945.583,100.0,0.0
,-1.0,60.403347,13538.173,100.0,0.0
,-1.0,12429.069,4149.838,100.0,0.0
,-1.0,3988.3438,6942.9795,100.0,0.0
,-1.0,8487.873,11461.099,100.0,0.0
,-1.0,7955.088,10270.743,100.0,0.0
,-1.0,1421.7836,10883.411,100.0,0.0
,-1.0,6132.196,3777.4668,100.0,0.0
,-1.0,11527.345,12300.78,100.0,0.0
,-1.0,6470.39,5180.162,100.0,0.0
,-1.0,5040.4297,1935.7306,100.0,0.0
,-1.0,8394.957,7879.099,100.0,0.0
,-1.0,5409.862,8017.9033,100.0,0.0
,-1.0,1695.1642,9155.053,100.0,0.0
,-1.0,11263.034,8665.561,100.0,0.0
,-1.0,4033.5605,10958.884,100.0,0.0
,-1.0,1380.8369,163.16235,100.0,0.0
,-1.0,11819.93,5664.5474,100.0,0.0
,-1.0,5749.9023,12824.4375,100.0,0.0
,-1.0,3292.4607,11306.863,100.0,0.0
,-1.0,616.53345,9962.467,100.0,0.0
,-1.0,5118.3154,9495.133,100.0,0.0
,-1.0,10853.576,5518.8955,100.0,0.0
,-1.0,14073.408,11300.72,100.0,0.0
,-1.0,2143.4282,12197.513,100.0,0.0
,-1.0,1311.0083,3851.013,100.0,0.0
,-1.0,8483.278,3389.7034,100.0,0.0
,-1.0,693.1677,9240.859,100.0,0.0
,-1.0,3597.5737,13776.054,100.0,0.0
,-1.0,6340.7173,8136.4526,100.0,0.0
,-1.0,13279.119,10132.599,100.0,0.0
,-1.0,3555.8582,12844.67,100.0,0.0
,-1.0,1876.8025,3467.8416,100.0,0.0
,-1.0,3811.2913,4580.294,100.0,0.0
,-1.0,3800.2146,14026.883,100.0,0.0
,-1.0,2875.1572,9831.656,100.0,0.0
,-1.0,12465.359,7626.3403,100.0,0.0
,-1.0,6272.123,12085.649,100.0,0.0
,-1.0,148.99492,6924.5596,100.0,0.0
,-1.0,3553.4915,13239.9375,100.0,0.0
,-1.0,7975.558,6272.563,100.0,0.0
,-1.0,12821.464,7914.589,100.0,0.0
,-1.0,3301.9004,10300.328,100.0,0.0
,-1.0,2376.5552,2832.2795,100.0,0.0
,-1.0,12362.899,2660.1345,100.0,0.0
,-1.0,3528.4531,1916.66,100.0,0.0
,-1.0,12803.228,3317.7925,100.0,0.0
,-1.0,979.0805,4074.8987,100.0,0.0
,-1.0,1668.8579,854.30145,100.0,0.0
,-1.0,5727.649,5264.2134,100.0,0.0
,-1.0,6807.763,7920.0054,100.0,0.0
,-1.0,8559.165,7926.7983,100.0,0.0
,-1.0,14070.628,156.8994,100.0,0.0
,-1.0,6331.6514,6049.397,100.0,0.0
,-1.0,2574.6362,9644.488,100.0,0.0
,-1.0,9391.856,6991.3716,100.0,0.0
,-1.0,13935.173,3612.2578,100.0,0.0
,-1.0,1417.5779,7761.3525,100.0,0.0
,-1.0,688.86725,2042.5156,100.0,0.0
,-1.0,3717.1626,8377.258,100.0,0.0
,-1.0,3357.8752,3892.1526,100.0,0.0
,-1.0,6507.361,941.9659,100.0,0.0
,-1.0,12899.072,11762.684,100.0,0.0
,-1.0,1863.7722,13913.785,100.0,0.0
,-1.0,14211.523,7998.56,100.0,0.0
,-1.0,3429.0317,866.0826,100.0,0.0
,-1.0,5208.3833,4756.061,100.0,0.0
,-1.0,2799.83,169.36452,100.0,0.0
,-1.0,13181.946,996.80457,100.0,0.0
,-1.0,2023.5166,4656.886,100.0,0.0
,-1.0,6352.2236,7812.0938,100.0,0.0
,-1.0,2478.792,7791.41,100.0,0.0
,-1.0,14625.787,8504.417,100.0,0.0
,-1.0,7101.076,13346.41,100.0,0.0
,-1.0,10019.271,3917.1794,100.0,0.0
,-1.0,4889.556,13713.421,100.0,0.0
,-1.0,10173.82,10266.546,100.0,0.0
,-1.0,4028.3408,8938.354,100.0,0.0
,-1.0,13688.522,7167.5107,100.0,0.0
,-1.0,10573.249,392.34818,100.0,0.0
,-1.0,11088.713,5058.1465,100.0,0.0
,-1.0,9628.737,10367.844,100.0,0.0
,-1.0,8858.704,3062.6375,100.0,0.0
,-1.0,5670.3354,12026.007,100.0,0.0
,-1.0,6880.911,5522.9526,100.0,0.0
,-1.0,9089.672,9174.7705,100.0,0.0
,-1.0,5908.885,9188.028,100.0,0.0
,-1.0,13431.505,1329.9554,100.0,0.0
,-1.0,10587.476,6144.163,100.0,0.0
,-1.0,11112.005,14232.133,100.0,0.0
,-1.0,3123.6738,8837.368,100.0,0.0
,-1.0,2231.4978,736.8037,100.0,0.0
,-1.0,2769.784,10019.018,100.0,0.0
,-1.0,7101.04,8244.118,100.0,0.0
,-1.0,8260.196,5106.174,100.0,0.0
,-1.0,6985.2607,12883.518,100.0,0.0
,-1.0,2486.346,6272.7866,100.0,0.0
,-1.0,2381.3672,9339.822,100.0,0.0
,-1.0,12188.396,14392.769,100.0,0.0
,-1.0,5700.286,6080.9727,100.0,0.0
,-1.0,7645.16,738.9334,100.0,0.0
,-1.0,14898.688,10950.125,100.0,0.0
,-1.0,6506.737,6216.2056,100.0,0.0
,-1.0,13799.087,5085.8438,100.0,0.0
,-1.0,12571.0205,10077.267,100.0,0.0
,-1.0,5980.51,2391.8071,100.0,0.0
,-1.0,12780.407,11050.207,100.0,0.0
,-1.0,12067.074,8501.622,100.0,0.0
,-1.0,6523.4614,2675.0967,100.0,0.0
,-1.0,13715.2,225.3592,100.0,0.0
,-1.0,3401.167,11045.339,100.0,0.0
,-1.0,12334.956,8526.116,100.0,0.0
,-1.0,4917.56,4252.189,100.0,0.0
,-1.0,14162.838,14263.863,100.0,0.0
,-1.0,6541.643,5590.8833,100.0,0.0
,-1.0,2208.3762,10924.303,100.0,0.0
,-1.0,2836.0212,14321.648,100.0,0.0
,-1.0,972.5833,2415.7986,100.0,0.0
,-1.0,6498.299,4271.5728,100.0,0.0
,-1.0,3850.7893,8928.179,100.0,0.0
,-1.0,14338.727,8545.728,100.0,0.0
,-1.0,12428.081,7163.9067,100.0,0.0
,-1.0,13467.947,216.34877,100.0,0.0
,-1.0,14868.494,9491.293,100.0,0.0
,-1.0,13358.115,2268.0134,100.0,0.0
,-1.0,5068.8906,841.5583,100.0,0.0
,-1.0,8466.967,12723.644,100.0,0.0
,-1.0,641.4342,10390.784,100.0,0.0
,-1.0,9213.135,4349.193,100.0,0.0
,-1.0,1262.1742,4914.9756,100.0,0.0
,-1.0,7956.1577,7660.989,100.0,0.0
,-1.0,13323.18,8251.454,100.0,0.0
,-1.0,9181.281,14266.973,100.0,0.0
,-1.0,9778.018,5465.254,100.0,0.0
,-1.0,4719.959,1972.4741,100.0,0.0
,-1.0,6947.1196,7268.6924,100.0,0.0
,-1.0,584.0215,2826.9026,100.0,0.0
,-1.0,7384.5425,14195.041,100.0,0.0
,-1.0,13575.035,5130.8833,100.0,0.0
,-1.0,5727.7217,3729.348,100.0,0.0
,-1.0,5271.604,8780.608,100.0,0.0
,-1.0,937.22284,9679.01,100.0,0.0
,-1.0,7469.682,371.4171,100.0,0.0
,-1.0,7134.8403,6608.862,100.0,0.0
,-1.0,3994.257,1445.1018,100.0,0.0
,-1.0,776.7418,3423.5046,100.0,0.0
,-1.0,5243.6997,8738.738,100.0,0.0
,-1.0,11796.157,11385.126,100.0,0.0
,-1.0,4417.966,8662.183,100.0,0.0
,-1.0,5261.5454,6028.952,100.0,0.0
,-1.0,8799.085,5738.6147,100.0,0.0
,-1.0,10419.373,3893.8308,100.0,0.0
,-1.0,8372.85,12910.306,100.0,0.0
,-1.0,7104.417,3116.5464,100.0,0.0
,-1.0,954.07245,576.0965,100.0,0.0
,-1.0,8806.218,1387.648,100.0,0.0
,-1.0,3076.846,13365.312,100.0,0.0
,-1.0,4311.7046,14760.6045,100.0,0.0
,-1.0,9321.27,8013.5605,100.0,0.0
,-1.0,13153.54,5675.3477,100.0,0.0
,-1.0,9031.904,5574.4795,100.0,0.0
,-1.0,6637.1646,936.1848,100.0,0.0
,-1.0,12431.177,5567.382,100.0,0.0
,-1.0,6039.4604,9196.425,100.0,0.0
,-1.0,10444.474,1609.4229,100.0,0.0
,-1.0,14139.906,12861.934,100.0,0.0
,-1.0,11457.826,4610.869,100.0,0.0
,-1.0,11022.76,1508.3304,100.0,0.0
,-1.0,12609.124,8148.2783,100.0,0.0
,-1.0,12996.427,2251.6501,100.0,0.0
,-1.0,14978.857,3293.252,100.0,0.0
,-1.0,3951.508,12046.094,100.0,0.0
,-1.0,2718.3213,9838.954,100.0,0.0
,-1.0,6009.9067,10763.344,100.0,0.0
,-1.0,9872.664,12676.005,100.0,0.0
,-1.0,1914.4124,1765.1189,100.0,0.0
,-1.0,1483.1158,7462.704,100.0,0.0
,-1.0,7694.507,521.74506,100.0,0.0
,-1.0,10701.893,13652.614,100.0,0.0
,-1.0,11020.083,2172.0537,100.0,0.0
,-1.0,6626.272,9362.939,100.0,0.0
,-1.0,7163.5605,5682.991,100.0,0.0
,-1.0,3028.248,3407.725,100.0,0.0
,-1.0,5146.2383,7480.0444,100.0,0.0
,-1.0,9263.723,7259.2886,100.0,0.0
,-1.0,2825.4087,659.1627,100.0,0.0
,-1.0,9385.338,3450.813,100.0,0.0
,-1.0,7048.7905,7757.781,100.0,0.0
,-1.0,10259.636,8507.064,100.0,0.0
,-1.0,1139.8065,2856.2004,100.0,0.0
,-1.0,14281.478,4551.7783,100.0,0.0
,-1.0,3409.7734,4161.5107,100.0,0.0
,-1.0,3818.678,12356.638,100.0,0.0
,-1.0,4316.0684,534.47577,100.0,0.0
,-1.0,6334.362,804.3891,100.0,0.0
,-1.0,2654.0994,7944.224,100.0,0.0
,-1.0,7548.6045,14230.953,100.0,0.0
,-1.0,1315.687,12530.065,100.0,0.0
,-1.0,3475.4973,14577.518,100.0,0.0
,-1.0,10562.365,1663.4586,100.0,0.0
,-1.0,1456.3536,11369.805,100.0,0.0
,-1.0,10545.375,8315.052,100.0,0.0
,-1.0,7617.0425,9276.436,100.0,0.0
,-1.0,7554.592,14882.587,100.0,0.0
,-1.0,7521.1646,11044.468,100.0,0.0
,-1.0,8070.836,14952.933,100.0,0.0
,-1.0,2573.541,13606.644,100.0,0.0
,-1.0,7321.4365,6208.0596,100.0,0.0
,-1.0,11591.656,8116.2725,100.0,0.0
,-1.0,4908.581,7167.1914,100.0,0.0
,-1.0,8294.827,5273.1943,100.0,0.0
,-1.0,10012.146,1665.8477,100.0,0.0
,-1.0,13160.576,1245.4722,100.0,0.0
,-1.0,9292.576,3624.6033,100.0,0.0
,-1.0,6098.756,10321.1045,100.0,0.0
,-1.0,6869.8945,1096.774,100.0,0.0
,-1.0,11486.426,14868.815,100.0,0.0
,-1.0,6629.611,5323.9033,100.0,0.0
,-1.0,1093.4794,12486.596,100.0,0.0
,-1.0,11660.127,979.7752,100.0,0.0
,-1.0,3648.8118,636.1315,100.0,0.0
,-1.0,11324.573,2199.0493,100.0,0.0
,-1.0,5360.7593,2377.7327,100.0,0.0
,-1.0,13734.961,9253.841,100.0,0.0
,-1.0,13541.776,10958.63,100.0,0.0
,-1.0,11465.715,8360.518,100.0,0.0
,-1.0,1952.9209,2259.3364,100.0,0.0
,-1.0,84.39481,7824.829,100.0,0.0
,-1.0,12225.047,6267.2925,100.0,0.0
,-1.0,10172.052,8216.056,100.0,0.0
,-1.0,7767.613,5785.5215,100.0,0.0
,-1.0,7586.8286,7551.848,100.0,0.0
,-1.0,6325.83,14335.663,100.0,0.0
,-1.0,3394.5974,1726.368,100.0,0.0
,-1.0,3453.759,152.6025,100.0,0.0
,-1.0,9310.232,2929.2717,100.0,0.0
,-1.0,2622.84,886.6203,100.0,0.0
,-1.0,8638.17,5035.2188,100.0,0.0
,-1.0,14192.939,2453.8386,100.0,0.0
,-1.0,319.7193,3103.0352,100.0,0.0
,-1.0,14699.922,10248.74,100.0,0.0
,-1.0,13571.497,4185.79,100.0,0.0
,-1.0,14699.044,1590.2227,100.0,0.0
,-1.0,13315.157,4452.929,100.0,0.0
,-1.0,6257.7485,14986.009,100.0,0.0
,-1.0,6047.368,8724.382,100.0,0.0
,-1.0,3945.3318,10326.963,100.0,0.0
,-1.0,2797.8748,10104.45,100.0,0.0
,-1.0,2154.0605,12895.477,100.0,0.0
,-1.0,6768.0566,12967.711,100.0,0.0
,-1.0,6078.281,8205.551,100.0,0.0
,-1.0,596.9077,4755.748,100.0,0.0
,-1.0,7804.892,5491.1025,100.0,0.0
,-1.0,2170.979,12900.399,100.0,0.0
,-1.0,4556.186,3342.914,100.0,0.0
,-1.0,10432.3545,1950.9208,100.0,0.0
,-1.0,531.84717,12714.609,100.0,0.0
,-1.0,12603.091,5386.9673,100.0,0.0
,-1.0,3721.2378,9446.895,100.0,0.0
,-1.0,11390.673,483.06226,100.0,0.0
,-1.0,5027.806,11333.811,100.0,0.0
,-1.0,3856.1716,11610.831,100.0,0.0
,-1.0,12627.108,2104.2368,100.0,0.0
,-1.0,242.73991,11214.787,100.0,0.0
,-1.0,6301.4736,10160.305,100.0,0.0
,-1.0,10196.106,10019.706,100.0,0.0
,-1.0,4951.743,7595.828,100.0,0.0
,-1.0,10287.364,2582.2913,100.0,0.0
,-1.0,266.24142,9590.612,100.0,0.0
,-1.0,7522.081,1886.3395,100.0,0.0
,-1.0,438.3999,5238.5884,100.0,0.0
,-1.0,12270.82,6908.7026,100.0,0.0
,-1.0,5386.551,14913.034,100.0,0.0
,-1.0,7929.831,6013.9453,100.0,0.0
,-1.0,3975.2815,14299.668,100.0,0.0
,-1.0,6152.9375,4999.0117,100.0,0.0
,-1.0,720.014,10677.256,100.0,0.0
,-1.0,9605.997,10513.136,100.0,0.0
,-1.0,7718.4854,6381.971,100.0,0.0
,-1.0,1034.4163,7616.569,100.0,0.0
,-1.0,14652.984,11393.464,100.0,0.0
,-1.0,12103.339,13059.678,100.0,0.0
,-1.0,9514.585,10438.451,100.0,0.0
,-1.0,2772.249,12975.626,100.0,0.0
,-1.0,10014.762,13814.964,100.0,0.0
,-1.0,6199.675,1014.6421,100.0,0.0
,-1.0,7174.285,11382.876,100.0,0.0
,-1.0,8134.8027,14019.999,100.0,0.0
,-1.0,14486.086,2049.4197,100.0,0.0
,-1.0,7818.85,7703.757,100.0,0.0
